"String","Ref. Ten. (lbs)","Swing Speed","Material","Gauge Nominal (mm)","Gauge Acutal (mm)","Stretch at 40 lbs (%)","Stretch at 51 lbs (%)","Stretch at 62 lbs (%)","Actual Pre-impact Tension (lbs)","Dwell Time (ms)","Deflection (mm)","Tension Change (lbs)","Peak Tension (lbs)","Peak Perp. Force (lbs)","Ave Perp. Force (lbs)","Stiffness (lb/in)","Static Loss lbs.","Stabilization Loss (lbs)","Impact Loss (lbs).","Total Loss (lbs)","Tension Loss (%)","Energy Return (%)","String/String COF","String/Ball COF","Spin Potential"
"Kirschbaum Pro Line II 17L (1.20)","62","Fast","Polyester","1.2","1.20","2.7","3.9","5.5","37.40","33.6","30.0","48.5","85.8","32.2","","218.3","9.02","15.32","0.49","24.9","40.2","91.8","0.09","0.436","4.8"
"Kirschbaum Pro Line II 17L (1.20)","51","Slow","Polyester","1.2","1.20","2.7","3.9","5.5","27.30","42.2","20.0","23.8","51.2","12.8","","241.7","8.56","14.86","-0.26","23.2","45.7","94.7","0.09","0.436","4.8"
"Kirschbaum Pro Line II 17L (1.20)","51","Medium","Polyester","1.2","1.20","2.7","3.9","5.5","27.87","38.0","27.3","39.0","66.8","22.8","","212.6","8.56","14.29","0.26","23.2","45.6","90.4","0.09","0.436","4.8"
"Kirschbaum Pro Line II 17L (1.20)","51","Fast","Polyester","1.2","1.20","2.7","3.9","5.5","27.87","35.9","32.1","49.0","76.7","30.8","","193.2","8.56","14.29","0.51","23.4","46","86.3","0.09","0.436","4.8"
"Kirschbaum Pro Line II 17L (1.20)","40","Slow","Polyester","1.2","1.20","2.7","3.9","5.5","16.03","47.7","23.0","25.8","41.9","12.0","","197.2","6.92","16.74","-0.13","23.6","59.3","92.2","0.09","0.436","4.8"
"Kirschbaum Pro Line II 17L (1.20)","40","Medium","Polyester","1.2","1.20","2.7","3.9","5.5","16.56","42.6","30.2","38.8","55.3","20.9","","173.2","6.92","16.21","0.44","23.6","59.4","83.7","0.09","0.436","4.8"
"Kirschbaum Pro Line II 17L (1.20)","40","Fast","Polyester","1.2","1.20","2.7","3.9","5.5","16.60","40.0","35.9","48.3","65.0","29.2","","152.6","6.92","16.17","0.48","23.6","59.4","79.6","0.09","0.436","4.8"
"Kirschbaum Pro Line II 18 (1.15)","62","Slow","Polyester","1.15","1.18","3.0","4.5","5.8","34.77","39.8","19.0","22.1","56.9","13.5","","248.6","9.24","17.73","-0.42","26.5","43","95.3","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","62","Medium","Polyester","1.15","1.18","3.0","4.5","5.8","35.39","36.1","26.0","37.3","72.5","23.6","","223.5","9.24","17.11","0.18","26.5","43","92.7","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","62","Fast","Polyester","1.15","1.18","3.0","4.5","5.8","35.37","34.2","31.0","47.4","82.7","32.1","","200.6","9.24","17.13","0.51","26.9","43.5","89.3","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","51","Slow","Polyester","1.15","1.18","3.0","4.5","5.8","27.61","42.4","20.0","23.2","50.7","12.7","","236.0","8.36","14.75","-0.06","22.9","45.4","96.6","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","51","Medium","Polyester","1.15","1.18","3.0","4.5","5.8","27.81","38.2","27.8","37.7","65.7","22.8","","198.3","8.36","14.55","0.36","23.4","45.9","91.0","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","51","Fast","Polyester","1.15","1.18","3.0","4.5","5.8","27.67","36.2","32.5","47.6","75.2","30.6","","182.9","8.36","14.69","0.48","23.6","46.4","87.6","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","40","Slow","Polyester","1.15","1.18","3.0","4.5","5.8","16.76","47.7","23.0","25.1","41.9","12.0","","192.0","7.01","15.92","-0.22","22.7","57.2","92.4","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","40","Medium","Polyester","1.15","1.18","3.0","4.5","5.8","17.33","42.4","30.1","37.9","55.3","20.8","","170.9","7.01","15.35","0.35","22.7","57.2","85.6","0.097","0.435","4.5"
"Kirschbaum Pro Line II 18 (1.15)","40","Fast","Polyester","1.15","1.18","3.0","4.5","5.8","17.31","39.8","35.9","48.1","65.3","29.3","","151.4","7.01","15.37","0.49","22.9","57.6","80.3","0.097","0.435","4.5"
"Kirschbaum Pro Line X 16 (1.30)","40","Slow","Polyester","1.3","NA","1.5","2.4","3.0","23.70","42.2","20.0","28.4","52.0","13.0","","286.9","4.63","11.36","-0.14","15.9","39.9","97.6","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","40","Medium","Polyester","1.3","NA","1.5","2.4","3.0","24.12","37.6","27.1","45.2","69.2","23.5","","249.7","4.63","10.94","0.24","15.9","39.8","90.6","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","40","Fast","Polyester","1.3","NA","1.5","2.4","3.0","24.08","35.3","32.0","56.7","80.7","32.3","","224.6","4.63","10.98","0.35","15.9","40.2","83.9","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","51","Slow","Polyester","1.3","NA","1.5","2.4","3.0","37.04","38.0","18.0","24.7","61.7","13.9","","309.2","4.19","9.49","-0.20","13.5","26.6","97.2","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","51","Medium","Polyester","1.3","NA","1.5","2.4","3.0","37.35","34.5","24.7","41.5","78.9","24.4","","276.6","4.19","9.18","0.13","13.5","26.6","93.1","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","51","Fast","Polyester","1.3","NA","1.5","2.4","3.0","37.35","32.7","29.8","52.5","89.7","33.4","","240.0","4.19","9.18","0.42","13.7","27.2","88.0","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","62","Slow","Polyester","1.3","NA","1.5","2.4","3.0","46.28","35.6","16.8","22.7","69.0","14.4","","327.5","4.39","11.07","-0.25","15.2","24.6","97.0","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","62","Medium","Polyester","1.3","NA","1.5","2.4","3.0","46.57","32.6","23.5","39.9","86.4","25.4","","292.6","4.39","10.78","0.09","15.2","24.7","95.6","0.08","0.41","5.1"
"Kirschbaum Pro Line X 16 (1.30)","62","Fast","Polyester","1.3","NA","1.5","2.4","3.0","46.53","31.0","28.0","50.7","97.2","34.0","","262.9","4.39","10.82","0.38","15.7","25.2","90.6","0.08","0.41","5.1"
"Kirschbaum Pro Line X 17 (1.25)","62","Slow","Polyester","1.25","1.25","1.5","2.4","3.3","41.43","36.9","17.6","22.7","64.2","14.1","","297.2","7.59","12.72","0.00","20.3","32.9","96.2","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","62","Medium","Polyester","1.25","1.25","1.5","2.4","3.3","41.45","33.8","24.2","39.2","80.7","24.4","","273.2","7.59","12.70","0.15","20.5","33.1","94.3","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","62","Fast","Polyester","1.25","1.25","1.5","2.4","3.3","41.39","32.2","29.0","49.6","90.8","33.0","","238.9","7.59","12.76","0.55","20.9","33.9","89.1","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","51","Slow","Polyester","1.25","1.25","1.5","2.4","3.3","31.64","39.5","19.0","26.2","57.8","13.7","","294.3","7.19","11.89","-0.73","18.3","36.2","94.9","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","51","Medium","Polyester","1.25","1.25","1.5","2.4","3.3","32.57","36.0","25.9","40.6","73.2","23.7","","245.2","7.19","10.96","0.33","18.5","36.4","93.1","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","51","Fast","Polyester","1.25","1.25","1.5","2.4","3.3","32.46","34.0","31.0","51.6","84.0","32.5","","218.3","7.19","11.07","0.49","18.7","37","86.9","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","40","Slow","Polyester","1.25","1.25","1.5","2.4","3.3","23.37","42.7","20.6","28.0","51.4","13.2","","269.2","5.34","10.98","-0.42","15.9","40.1","95.1","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","40","Medium","Polyester","1.25","1.25","1.5","2.4","3.3","24.01","38.1","27.4","43.2","67.0","23.0","","233.2","5.34","10.34","0.35","16.1","40.4","88.9","0.089","0.423","4.8"
"Kirschbaum Pro Line X 17 (1.25)","40","Fast","Polyester","1.25","1.25","1.5","2.4","3.3","23.99","36.0","32.5","53.4","77.4","31.4","","205.7","5.34","10.36","0.71","16.3","41.3","83.0","0.089","0.423","4.8"
"Tecnifibre Pro Mix 16","62","Slow","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","42.62","38.6","18.0","16.3","59.1","13.3","","205.2","8.29","10.83","-0.09","19.0","30.8","98.2","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","62","Medium","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","42.67","35.5","25.6","31.3","74.1","23.7","","194.3","8.29","10.78","0.07","19.2","31","93.9","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","62","Fast","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","42.56","33.8","30.1","42.3","84.9","31.9","","189.2","8.29","10.89","0.36","19.6","31.6","90.2","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","51","Slow","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","31.86","42.7","20.0","18.3","50.1","12.6","","184.6","7.06","11.80","-0.07","18.7","37","96.0","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","51","Medium","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","31.95","38.8","28.0","32.4","64.4","22.5","","168.0","7.06","11.71","0.13","19.0","37.3","93.1","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","51","Fast","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","31.91","36.7","33.0","42.1","74.1","30.6","","156.6","7.06","11.75","0.29","19.2","37.7","88.9","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","40","Slow","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","20.64","48.4","23.3","19.2","39.7","11.5","","143.4","6.84","12.21","0.00","19.0","48","91.0","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","40","Medium","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","20.77","43.5","31.3","31.3","52.0","20.3","","129.7","6.84","12.08","0.18","19.2","48.1","87.4","0.169","0.432","2.6"
"Tecnifibre Pro Mix 16","40","Fast","Nylon/Polyester","1.3","1.33","7.3","9.1","10.9","20.75","40.9","36.5","40.1","60.9","27.8","","122.3","6.84","12.10","0.18","19.2","48.2","83.7","0.169","0.432","2.6"
"Tecnifibre Pro Mix 17","62","Slow","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","44.81","37.8","17.9","16.8","61.5","13.8","","212.0","7.41","9.52","-0.08","16.8","27.3","97.2","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","62","Medium","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","44.78","34.8","24.7","31.8","76.5","23.6","","211.5","7.41","9.55","0.04","17.0","27.5","95.3","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","62","Fast","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","44.72","33.1","30.0","41.9","86.7","32.5","","189.2","7.41","9.61","0.25","17.2","28","91.8","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","51","Slow","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","33.54","41.6","19.9","17.9","51.4","12.8","","183.5","6.50","10.68","-0.04","17.2","33.8","95.8","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","51","Medium","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","33.60","38.1","27.1","32.4","66.2","22.3","","180.6","6.50","10.62","0.11","17.2","34","92.0","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","51","Fast","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","33.56","35.9","32.1","43.0","76.5","30.7","","169.7","6.50","10.66","0.26","17.4","34.3","89.3","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","40","Slow","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","23.17","46.6","22.0","19.0","42.1","11.6","","158.9","5.76","10.76","-0.03","16.5","41.6","94.1","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","40","Medium","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","23.22","42.0","30.0","32.0","55.1","20.7","","144.0","5.76","10.71","0.13","16.5","41.8","88.5","0.114","0.427","3.7"
"Tecnifibre Pro Mix 17","40","Fast","Nylon/Polyester","1.25","1.28","6.1","7.6","8.8","23.17","39.6","35.9","41.0","64.2","28.8","","129.2","5.76","10.76","0.30","16.8","42.4","85.6","0.114","0.427","3.7"
"Tecnifibre Pro Red Code 16","62","Slow","Polyester","1.3","NA","1.5","2.1","2.7","42.75","37.3","17.8","23.4","66.2","14.7","","299.5","7.72","11.27","-0.29","18.7","30.3","95.5","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","62","Medium","Polyester","1.3","NA","1.5","2.1","2.7","43.22","33.8","24.1","41.9","85.1","25.7","","293.2","7.72","10.80","0.16","18.7","30.2","91.4","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","62","Fast","Polyester","1.3","NA","1.5","2.1","2.7","43.22","32.0","29.1","54.0","97.2","35.4","","259.5","7.72","10.80","0.44","19.0","30.7","89.9","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","51","Slow","Polyester","1.3","NA","1.5","2.1","2.7","33.05","40.2","19.0","24.9","58.0","13.8","","281.2","6.50","11.17","-0.25","17.4","34.3","97.4","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","51","Medium","Polyester","1.3","NA","1.5","2.1","2.7","33.52","35.9","26.0","43.7","77.2","25.1","","261.7","6.50","10.70","0.22","17.4","34.3","88.0","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","51","Fast","Polyester","1.3","NA","1.5","2.1","2.7","33.52","33.9","31.0","54.9","88.4","34.3","","232.0","6.50","10.70","0.44","17.6","34.8","86.9","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","40","Slow","Polyester","1.3","NA","1.5","2.1","2.7","22.87","43.5","20.7","28.4","51.4","13.3","","269.7","4.78","12.04","-0.15","16.8","42","94.1","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","40","Medium","Polyester","1.3","NA","1.5","2.1","2.7","23.28","38.3","28.0","46.7","70.1","24.5","","242.9","4.78","11.63","0.26","16.8","42","88.4","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 16","40","Fast","Polyester","1.3","NA","1.5","2.1","2.7","23.33","35.8","33.0","58.4","81.8","33.7","","218.3","4.78","11.58","0.29","16.8","41.9","84.8","0.078","0.384","4.9"
"Tecnifibre Pro Red Code 17","62","Slow","Polyester","1.25","1.27","1.8","2.4","3.3","40.48","37.5","18.0","22.9","63.5","14.3","","288.0","7.74","13.52","-0.16","21.2","34.2","96.2","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","62","Medium","Polyester","1.25","1.27","1.8","2.4","3.3","40.90","34.2","24.1","39.7","80.7","24.3","","277.2","7.74","13.10","0.20","20.9","34.1","93.7","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","62","Fast","Polyester","1.25","1.27","1.8","2.4","3.3","40.88","32.6","29.4","51.4","92.2","33.9","","242.3","7.74","13.12","0.35","21.2","34.4","89.1","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","51","Slow","Polyester","1.25","1.27","1.8","2.4","3.3","32.37","39.9","19.0","24.7","57.1","13.6","","278.3","6.55","11.80","-0.13","18.3","35.9","95.8","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","51","Medium","Polyester","1.25","1.27","1.8","2.4","3.3","32.70","36.0","26.0","40.8","73.6","23.9","","245.7","6.55","11.47","0.22","18.3","36","90.8","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","51","Fast","Polyester","1.25","1.27","1.8","2.4","3.3","32.68","34.2","30.7","52.5","85.1","32.7","","225.7","6.55","11.49","0.44","18.5","36.4","88.0","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","40","Slow","Polyester","1.25","1.27","1.8","2.4","3.3","22.93","43.1","20.5","27.3","50.3","12.9","","266.3","4.90","11.86","-0.09","16.8","42","94.5","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","40","Medium","Polyester","1.25","1.27","1.8","2.4","3.3","23.17","38.5","28.0","43.7","66.8","23.4","","226.9","4.90","11.62","0.30","16.8","42.4","88.9","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 17","40","Fast","Polyester","1.25","1.27","1.8","2.4","3.3","23.17","36.2","32.4","55.3","78.5","31.7","","214.3","4.90","11.62","0.50","17.0","42.9","85.2","0.092","0.439","4.8"
"Tecnifibre Pro Red Code 18","62","Slow","Polyester","1.2","1.22","1.8","2.4","3.0","40.35","37.8","18.0","22.7","63.1","14.2","","285.2","7.65","13.74","-0.22","21.2","34.3","95.5","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","62","Medium","Polyester","1.2","1.22","1.8","2.4","3.0","40.79","34.5","24.4","39.9","80.7","24.6","","273.2","7.65","13.30","0.20","21.2","34.3","92.5","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","62","Fast","Polyester","1.2","1.22","1.8","2.4","3.0","40.79","32.8","29.8","50.1","90.8","33.9","","228.0","7.65","13.30","0.42","21.4","34.6","88.9","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","51","Slow","Polyester","1.2","1.22","1.8","2.4","3.0","32.35","40.2","19.1","24.3","56.7","13.5","","272.6","7.01","11.36","-0.15","18.3","35.9","95.6","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","51","Medium","Polyester","1.2","1.22","1.8","2.4","3.0","32.74","36.4","26.0","40.1","72.8","23.7","","240.6","7.01","10.97","0.24","18.3","35.9","90.1","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","51","Fast","Polyester","1.2","1.22","1.8","2.4","3.0","32.72","34.4","31.0","51.4","84.0","32.6","","217.2","7.01","10.99","0.39","18.3","36.3","88.2","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","40","Slow","Polyester","1.2","1.22","1.8","2.4","3.0","23.86","43.2","20.6","26.5","50.3","13.0","","253.7","4.59","11.24","-0.04","15.9","39.8","94.5","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","40","Medium","Polyester","1.2","1.22","1.8","2.4","3.0","24.19","38.5","28.0","43.0","67.3","23.5","","222.9","4.59","10.91","0.31","15.9","39.8","89.3","0.084","0.417","5"
"Tecnifibre Pro Red Code 18","40","Fast","Polyester","1.2","1.22","1.8","2.4","3.0","24.17","36.2","32.7","53.8","78.1","31.9","","204.6","4.59","10.93","0.47","15.9","40.3","85.9","0.084","0.417","5"
"Tecnifibre Pro Red Code Wax 17","51","Fast","Polyester","1.25","1.28","1.8","2.4","8.8","36.16","33.1","31.0","55.8","91.9","35.6","16.7","235.5","4.45","10.11","0.04","14.6","28.8","87.8","0.077","0.503","6.5"
"Gamma Prodigy 16","62","Slow","Nylon","1.32","1.31","NA","NA","10.3","49.17","37.4","17.4","13.9","63.1","13.7","","186.9","8.91","3.66","0.15","12.8","20.6","98.2","0.111","0.39","3.5"
"Gamma Prodigy 16","62","Medium","Nylon","1.32","1.31","NA","NA","10.3","48.60","34.6","25.0","29.1","77.6","24.3","","189.2","8.91","4.23","0.02","13.2","21.3","95.6","0.111","0.39","3.5"
"Gamma Prodigy 16","62","Fast","Nylon","1.32","1.31","NA","NA","10.3","48.36","32.7","30.0","41.7","90.0","33.8","","188.0","8.91","4.47","0.20","13.7","22","95.1","0.111","0.39","3.5"
"Gamma Prodigy 16","51","Slow","Nylon","1.32","1.31","NA","NA","10.3","40.73","40.1","18.4","14.6","55.3","12.7","","174.9","6.55","3.44","0.09","10.1","19.9","97.4","0.111","0.39","3.5"
"Gamma Prodigy 16","51","Medium","Nylon","1.32","1.31","NA","NA","10.3","40.29","36.6","26.1","29.5","69.9","22.8","","176.0","6.55","3.88","0.07","10.6","20.7","95.5","0.111","0.39","3.5"
"Gamma Prodigy 16","51","Fast","Nylon","1.32","1.31","NA","NA","10.3","40.06","34.5","32.0","41.5","81.4","32.5","","164.6","6.55","4.11","0.15","10.8","21.3","93.7","0.111","0.39","3.5"
"Gamma Prodigy 16","40","Slow","Nylon","1.32","1.31","NA","NA","10.3","29.92","44.5","20.9","15.7","45.6","11.9","","146.3","6.24","3.53","0.02","9.7","24.7","95.6","0.111","0.39","3.5"
"Gamma Prodigy 16","40","Medium","Nylon","1.32","1.31","NA","NA","10.3","29.72","40.0","29.0","30.4","60.2","21.8","","146.9","6.24","3.73","0.08","10.1","25.3","93.5","0.111","0.39","3.5"
"Gamma Prodigy 16","40","Fast","Nylon","1.32","1.31","NA","NA","10.3","29.52","37.6","34.5","41.2","70.6","30.4","","140.6","6.24","3.93","0.17","10.4","26.1","90.2","0.111","0.39","3.5"
"Gamma Professional 16","62","Slow","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","47.65","38.2","17.8","12.8","60.4","13.5","","163.4","7.89","6.20","0.00","14.1","22.8","95.6","0.165","0.402","2.4"
"Gamma Professional 16","62","Medium","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","47.21","35.2","25.3","27.6","74.7","23.7","","173.7","7.89","6.64","0.00","14.6","23.5","96.2","0.165","0.402","2.4"
"Gamma Professional 16","62","Fast","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","47.03","33.4","30.1","38.4","85.6","32.2","","172.0","7.89","6.82","0.26","15.0","24.3","93.1","0.165","0.402","2.4"
"Gamma Professional 16","51","Slow","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","38.54","41.4","19.0","12.8","51.4","12.2","","143.4","6.46","5.72","-0.05","12.1","23.9","99.2","0.165","0.402","2.4"
"Gamma Professional 16","51","Medium","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","38.39","37.8","27.1","27.8","66.2","22.4","","152.6","6.46","5.87","0.07","12.3","24.4","93.9","0.165","0.402","2.4"
"Gamma Professional 16","51","Fast","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","38.17","35.7","32.2","38.1","76.3","30.7","","149.7","6.46","6.09","0.18","12.8","25.1","91.4","0.165","0.402","2.4"
"Gamma Professional 16","40","Fast","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","28.84","38.5","35.4","38.4","67.3","29.7","","124.6","5.69","5.16","0.20","11.0","27.8","90.4","0.165","0.402","2.4"
"Gamma Professional 16","40","Medium","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","28.95","41.0","30.0","28.4","57.6","21.5","","129.2","5.69","5.05","0.06","10.8","27.2","93.7","0.165","0.402","2.4"
"Gamma Professional 16","40","Slow","Nylon/Zyex","1.32","1.33","7.3","8.8","9.7","29.04","45.6","21.2","14.3","43.4","11.5","","130.9","5.69","4.96","0.00","10.6","26.8","94.9","0.165","0.402","2.4"
"Gamma Professional 17","40","Slow","Nylon","1.27","NA","7.6","9.4","10.6","28.14","46.0","21.8","14.8","43.0","11.7","6.6","126.9","5.25","6.30","-0.04","11.5","29","98.0","0.138","0.393","2.8"
"Gamma Professional 17","40","Medium","Nylon","1.27","NA","7.6","9.4","10.6","28.09","41.1","30.0","28.4","56.4","21.2","11.2","128.0","5.25","6.35","0.09","11.7","29.4","94.3","0.138","0.393","2.8"
"Gamma Professional 17","40","Fast","Nylon","1.27","NA","7.6","9.4","10.6","27.96","38.7","35.4","37.0","65.0","28.8","14.9","120.6","5.25","6.48","0.20","11.9","30.1","90.4","0.138","0.393","2.8"
"Gamma Professional 17","51","Slow","Nylon","1.27","NA","7.6","9.4","10.6","39.62","41.1","19.0","14.1","53.8","12.8","7.7","159.4","4.72","6.38","0.00","11.0","21.9","99.8","0.138","0.393","2.8"
"Gamma Professional 17","51","Medium","Nylon","1.27","NA","7.6","9.4","10.6","39.36","37.2","27.0","27.3","66.8","22.5","12.7","153.2","4.72","6.64","0.07","11.5","22.5","96.8","0.138","0.393","2.8"
"Gamma Professional 17","51","Fast","Nylon","1.27","NA","7.6","9.4","10.6","39.16","35.2","32.3","37.0","76.3","30.8","16.6","144.6","4.72","6.84","0.24","11.9","23.3","92.0","0.138","0.393","2.8"
"Gamma Professional 17","62","Slow","Nylon","1.27","NA","7.6","9.4","10.6","49.06","37.2","17.2","13.2","62.2","13.3","7.9","181.2","5.84","6.84","0.04","12.8","20.6","97.4","0.138","0.393","2.8"
"Gamma Professional 17","62","Medium","Nylon","1.27","NA","7.6","9.4","10.6","48.69","34.5","24.5","26.7","75.4","23.1","12.9","181.2","5.84","7.21","0.05","13.0","21.2","95.5","0.138","0.393","2.8"
"Gamma Professional 17","62","Fast","Nylon","1.27","NA","7.6","9.4","10.6","48.47","32.7","30.0","37.0","85.6","32.1","17.5","167.4","5.84","7.43","0.33","13.7","22","93.3","0.138","0.393","2.8"
"Gamma Professional 18 (1.22)","51","Fast","Nylon","1.22","NA","2.1","3.3","10.6","39.71","36.1","33.8","34.8","74.5","31.4","15.7","124.0","3.92","7.09","0.15","11.2","22","92.9","0.114","0.45","3.9"
"IsoSpeed Professional Classic 17","62","Slow","Polyolefin","1.2","1.29","2.7","3.6","4.8","48.40","37.9","17.9","12.6","60.9","13.6","","159.4","7.43","5.91","0.04","13.5","21.7","95.8","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","62","Medium","Polyolefin","1.2","1.29","2.7","3.6","4.8","47.67","35.9","25.2","23.2","70.8","22.3","","148.0","7.43","6.64","0.22","14.3","23.1","94.9","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","62","Fast","Polyolefin","1.2","1.29","2.7","3.6","4.8","46.86","34.5","30.9","31.3","78.3","30.2","","133.7","7.43","7.45","0.44","15.4","24.8","92.4","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","51","Slow","Polyolefin","1.2","1.29","2.7","3.6","4.8","37.42","41.5","19.7","15.2","52.7","12.9","","159.4","6.50","6.80","0.09","13.5","26.4","95.5","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","51","Medium","Polyolefin","1.2","1.29","2.7","3.6","4.8","36.93","38.5","27.2","26.0","63.1","21.4","","142.9","6.50","7.29","0.22","14.1","27.6","93.5","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","51","Fast","Polyolefin","1.2","1.29","2.7","3.6","4.8","36.45","36.5","32.8","35.5","71.9","29.5","","133.7","6.50","7.77","0.40","14.6","28.9","91.4","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","40","Slow","Polyolefin","1.2","1.29","2.7","3.6","4.8","26.04","45.6","21.9","17.6","43.7","11.9","","149.2","5.64","8.01","0.07","13.7","34.6","95.8","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","40","Medium","Polyolefin","1.2","1.29","2.7","3.6","4.8","25.78","41.4","29.9","30.9","56.7","21.2","","140.0","5.64","8.27","0.22","14.1","35.6","91.0","0.207","0.321","1.6"
"IsoSpeed Professional Classic 17","40","Fast","Polyolefin","1.2","1.29","2.7","3.6","4.8","25.42","38.9","35.1","40.4","65.9","28.9","","133.2","5.64","8.63","0.50","14.8","37.2","90.8","0.207","0.321","1.6"
"Gamma Professional Spin 16","62","Slow","Nylon/Zyex","1.35","1.4","NA","NA","9.4","48.93","37.2","17.0","13.7","62.6","13.3","","192.0","8.80","4.01","0.00","12.8","20.7","99.2","0.149","0.395","2.7"
